Freq.	V(out)
3.54813389233572e+03	(3.23361521696852e+01dB,1.32053746383304e+01°)
3.63078054770097e+03	(3.23233776254202e+01dB,1.26554195591338e+01°)
3.71535229097168e+03	(3.23112199009716e+01dB,1.21156266304416e+01°)
3.80189396320557e+03	(3.22996628352519e+01dB,1.15854621941109e+01°)
3.89045144994276e+03	(3.22886905644374e+01dB,1.10644141066896e+01°)
3.98107170553493e+03	(3.22782875894375e+01dB,1.05519902727902e+01°)
4.07380277804108e+03	(3.22684388330593e+01dB,1.00477172670790e+01°)
4.16869383470331e+03	(3.22591296882307e+01dB,9.55113903828547e+00°)
4.26579518801588e+03	(3.22503460584784e+01dB,9.06181569048345e+00°)
4.36515832240161e+03	(3.22420743917152e+01dB,8.57932233558896e+00°)
4.46683592150958e+03	(3.22343017082607e+01dB,8.10324801240423e+00°)
4.57088189614870e+03	(3.22270156239106e+01dB,7.63319466716944e+00°)
4.67735141287193e+03	(3.22202043687681e+01dB,7.16877619116473e+00°)
4.78630092322633e+03	(3.22138568024657e+01dB,6.70961751092854e+00°)
4.89778819368441e+03	(3.22079624263299e+01dB,6.25535372676409e+00°)
5.01187233627267e+03	(3.22025113929703e+01dB,5.80562929605640e+00°)
5.12861383991359e+03	(3.21974945137199e+01dB,5.36009725724157e+00°)
5.24807460249767e+03	(3.21929032642966e+01dB,4.91841849108853e+00°)
5.37031796370247e+03	(3.21887297890123e+01dB,4.48026101615228e+00°)
5.49540873857618e+03	(3.21849669038134e+01dB,4.04529931478146e+00°)
5.62341325190343e+03	(3.21816080983998e+01dB,3.61321368730838e+00°)
5.75439937337150e+03	(3.21786475376404e+01dB,3.18368963071080e+00°)
5.88843655355582e+03	(3.21760800624683e+01dB,2.75641724000184e+00°)
6.02559586074351e+03	(3.21739011904196e+01dB,2.33109062872057e+00°)
6.16595001861475e+03	(3.21721071159514e+01dB,1.90740736691613e+00°)
6.30957344480186e+03	(3.21706947106576e+01dB,1.48506793353365e+00°)
6.45654229034648e+03	(3.21696615234783e+01dB,1.06377518106182e+00°)
6.60693448007588e+03	(3.21690057809854e+01dB,6.43233810372526e-01°)
6.76082975391974e+03	(3.21687263878065e+01dB,2.23149853081802e-01°)
6.91830970918928e+03	(3.21688229272371e+01dB,-1.96769840278792e-01°)
7.07945784384129e+03	(3.21692956620763e+01dB,-6.16818108852930e-01°)
7.24435960074981e+03	(3.21701455357058e+01dB,-1.03728798881325e+00°)
7.41310241300908e+03	(3.21713741734191e+01dB,-1.45847322144785e+00°)
7.58577575029174e+03	(3.21729838839965e+01dB,-1.88066876443020e+00°)
7.76247116628682e+03	(3.21749776615035e+01dB,-2.30417130825539e+00°)
7.94328234724272e+03	(3.21773591872813e+01dB,-2.72927980013261e+00°)
8.12830516164089e+03	(3.21801328320775e+01dB,-3.15629597739507e+00°)
8.31763771102661e+03	(3.21833036582561e+01dB,-3.58552491296398e+00°)
8.51138038202366e+03	(3.21868774220032e+01dB,-4.01727557518593e+00°)
8.70963589956070e+03	(3.21908605754309e+01dB,-4.45186140421022e+00°)
8.91250938133734e+03	(3.21952602684600e+01dB,-4.88960090786896e+00°)
9.12010839355898e+03	(3.22000843503400e+01dB,-5.33081827933167e+00°)
9.33254300796979e+03	(3.22053413706426e+01dB,-5.77584403955685e+00°)
9.54992586021424e+03	(3.22110405795346e+01dB,-6.22501570723394e+00°)
9.77237220955798e+03	(3.22171919271087e+01dB,-6.67867849939817e+00°)
9.99999999999987e+03	(3.22238060615136e+01dB,-7.13718606594816e+00°)
1.02329299228074e+04	(3.22308943255878e+01dB,-7.60090126120801e+00°)
1.04712854805089e+04	(3.22384687516573e+01dB,-8.07019695654172e+00°)
1.07151930523759e+04	(3.22465420541063e+01dB,-8.54545689730585e+00°)
1.09647819614317e+04	(3.22551276192754e+01dB,-9.02707660864839e+00°)
1.12201845430195e+04	(3.22642394921771e+01dB,-9.51546435400645e+00°)
1.14815362149687e+04	(3.22738923594439e+01dB,-1.00110421510332e+01°)
1.17489755493951e+04	(3.22841015278445e+01dB,-1.05142468497323e+01°)
1.20226443461740e+04	(3.22948828976061e+01dB,-1.10255312776728e+01°)
1.23026877081237e+04	(3.23062529296752e+01dB,-1.15453654578284e+01°)
1.25892541179415e+04	(3.23182286059277e+01dB,-1.20742379045812e+01°)
1.28824955169312e+04	(3.23308273811968e+01dB,-1.26126570036088e+01°)
1.31825673855639e+04	(3.23440671258326e+01dB,-1.31611524822810e+01°)
1.34896288259164e+04	(3.23579660573239e+01dB,-1.37202769765703e+01°)
1.38038426460287e+04	(3.23725426593090e+01dB,-1.42906077014401e+01°)
1.41253754462274e+04	(3.23878155860674e+01dB,-1.48727482314450e+01°)
1.44543977074591e+04	(3.24038035503203e+01dB,-1.54673303988165e+01°)
1.47910838816819e+04	(3.24205251918641e+01dB,-1.60750163156912e+01°)
1.51356124843619e+04	(3.24379989242204e+01dB,-1.66965005280904e+01°)
1.54881661891246e+04	(3.24562427560957e+01dB,-1.73325123079382e+01°)
1.58489319246109e+04	(3.24752740840067e+01dB,-1.79838180899882e+01°)
1.62181009735891e+04	(3.24951094519268e+01dB,-1.86512240593077e+01°)
1.65958690743754e+04	(3.25157642732530e+01dB,-1.93355788942937e+01°)
1.69824365246172e+04	(3.25372525097598e+01dB,-2.00377766687125e+01°)
1.73780082874935e+04	(3.25595863014989e+01dB,-2.07587599146669e+01°)
1.77827941003890e+04	(3.25827755408189e+01dB,-2.14995228456997e+01°)
1.81970085860996e+04	(3.26068273827963e+01dB,-2.22611147361983e+01°)
1.86208713666284e+04	(3.26317456834058e+01dB,-2.30446434489075e+01°)
1.90546071796322e+04	(3.26575303556900e+01dB,-2.38512790974408e+01°)
1.94984459975802e+04	(3.26841766330351e+01dB,-2.46822578232595e+01°)
1.99526231496885e+04	(3.27116742274172e+01dB,-2.55388856586208e+01°)
2.04173794466950e+04	(3.27400063691661e+01dB,-2.64225424359945e+01°)
2.08929613085401e+04	(3.27691487134299e+01dB,-2.73346856912551e+01°)
2.13796208950220e+04	(3.27990680971422e+01dB,-2.82768544917647e+01°)
2.18776162394952e+04	(3.28297211289544e+01dB,-2.92506731002233e+01°)
2.23872113856831e+04	(3.28610525933717e+01dB,-3.02578543609682e+01°)
2.29086765276774e+04	(3.28929936493357e+01dB,-3.13002026662355e+01°)
2.34422881531989e+04	(3.29254598028717e+01dB,-3.23796163243044e+01°)
2.39883291901946e+04	(3.29583486333673e+01dB,-3.34980891103774e+01°)
2.45470891568500e+04	(3.29915372538286e+01dB,-3.46577107314693e+01°)
2.51188643150954e+04	(3.30248794874038e+01dB,-3.58606658802966e+01°)
2.57039578276883e+04	(3.30582027460048e+01dB,-3.71092314880391e+01°)
2.63026799189534e+04	(3.30913046025089e+01dB,-3.84057717128596e+01°)
2.69153480392688e+04	(3.31239490564426e+01dB,-3.97527301215212e+01°)
2.75422870333813e+04	(3.31558625049709e+01dB,-4.11526184359425e+01°)
2.81838293126441e+04	(3.31867294473185e+01dB,-4.26080011304584e+01°)
2.88403150312656e+04	(3.32161879723431e+01dB,-4.41214750824291e+01°)
2.95120922666634e+04	(3.32438251068243e+01dB,-4.56956434090029e+01°)
3.01995172040197e+04	(3.32691721369409e+01dB,-4.73330825757777e+01°)
3.09029543251354e+04	(3.32917000579692e+01dB,-4.90363018565652e+01°)
3.16227766016833e+04	(3.33108153574789e+01dB,-5.08076942757661e+01°)
3.23593656929623e+04	(3.33258563944291e+01dB,-5.26494783016633e+01°)
3.31131121482586e+04	(3.33360906985149e+01dB,-5.45636298077393e+01°)
3.38844156139197e+04	(3.33407135770519e+01dB,-5.65518042101067e+01°)
3.46736850452526e+04	(3.33388484745992e+01dB,-5.86152492496154e+01°)
3.54813389233570e+04	(3.33295495747834e+01dB,-6.07547096373871e+01°)
3.63078054770096e+04	(3.33118071531396e+01dB,-6.29703257260194e+01°)
3.71535229097167e+04	(3.32845561707406e+01dB,-6.52615294836032e+01°)
3.80189396320555e+04	(3.32466885264526e+01dB,-6.76269422743364e+01°)
3.89045144994275e+04	(3.31970692475210e+01dB,-7.00642801840476e+01°)
3.98107170553491e+04	(3.31345566849381e+01dB,-7.25702737152686e+01°)
4.07380277804107e+04	(3.30580264911863e+01dB,-7.51406094169523e+01°)
4.16869383470329e+04	(3.29663988054574e+01dB,-7.77699011856189e+01°)
4.26579518801586e+04	(3.28586676828664e+01dB,-8.04516983674151e+01°)
4.36515832240159e+04	(3.27339314229789e+01dB,-8.31785362560866e+01°)
4.46683592150956e+04	(3.25914221351617e+01dB,-8.59420320893871e+01°)
4.57088189614868e+04	(3.24305326842112e+01dB,-8.87330263272179e+01°)
4.67735141287191e+04	(3.22508391421632e+01dB,-9.15417651615140e+01°)
4.78630092322631e+04	(3.20521170627645e+01dB,-9.43581163287852e+01°)
4.89778819368439e+04	(3.18343502931051e+01dB,-9.71718069242048e+01°)
5.01187233627264e+04	(3.15977316044542e+01dB,-9.99726695811524e+01°)
5.12861383991357e+04	(3.13426550903589e+01dB,-1.02750882470928e+02°)
5.24807460249764e+04	(3.10697009533100e+01dB,-1.05497189250402e+02°)
5.37031796370244e+04	(3.07796138889906e+01dB,-1.08203087224250e+02°)
5.49540873857616e+04	(3.04732767041720e+01dB,-1.10860975235493e+02°)
5.62341325190340e+04	(3.01516810272717e+01dB,-1.13464256636359e+02°)
5.75439937337148e+04	(2.98158969832276e+01dB,-1.16007396565260e+02°)
5.88843655355580e+04	(2.94670435340060e+01dB,-1.18485936176952e+02°)
6.02559586074348e+04	(2.91062608831553e+01dB,-1.20896469103688e+02°)
6.16595001861472e+04	(2.87346859674035e+01dB,-1.23236587106486e+02°)
6.30957344480183e+04	(2.83534316676672e+01dB,-1.25504802615889e+02°)
6.45654229034645e+04	(2.79635700117087e+01dB,-1.27700455795577e+02°)
6.60693448007586e+04	(2.75661193410533e+01dB,-1.29823613093296e+02°)
6.76082975391971e+04	(2.71620351898416e+01dB,-1.31874963195915e+02°)
6.91830970918925e+04	(2.67522044741980e+01dB,-1.33855715082381e+02°)
7.07945784384127e+04	(2.63374425095218e+01dB,-1.35767501632403e+02°)
7.24435960074979e+04	(2.59184923469889e+01dB,-1.37612291112018e+02°)
7.41310241300906e+04	(2.54960259349992e+01dB,-1.39392307885625e+02°)
7.58577575029172e+04	(2.50706466525887e+01dB,-1.41109962924286e+02°)
7.76247116628679e+04	(2.46428928182901e+01dB,-1.42767794091865e+02°)
7.94328234724269e+04	(2.42132418405588e+01dB,-1.44368415775555e+02°)
8.12830516164086e+04	(2.37821147382758e+01dB,-1.45914477159008e+02°)
8.31763771102658e+04	(2.33498808178747e+01dB,-1.47408628284380e+02°)
8.51138038202363e+04	(2.29168623450095e+01dB,-1.48853492986020e+02°)
8.70963589956067e+04	(2.24833390924255e+01dB,-1.50251647777935e+02°)
8.91250938133731e+04	(2.20495526817444e+01dB,-1.51605605818732e+02°)
9.12010839355895e+04	(2.16157106657492e+01dB,-1.52917805145415e+02°)
9.33254300796976e+04	(2.11819903202453e+01dB,-1.54190600448768e+02°)
9.54992586021420e+04	(2.07485421316263e+01dB,-1.55426257749435e+02°)
9.77237220955795e+04	(2.03154929788170e+01dB,-1.56626951419354e+02°)
9.99999999999984e+04	(1.98829490171729e+01dB,-1.57794763074062e+02°)
1.02329299228074e+05	(1.94509982779609e+01dB,-1.58931681935372e+02°)
1.04712854805088e+05	(1.90197130008832e+01dB,-1.60039606330088e+02°)
1.07151930523759e+05	(1.85891517192787e+01dB,-1.61120346048429e+02°)
1.09647819614317e+05	(1.81593611185898e+01dB,-1.62175625335943e+02°)
1.12201845430195e+05	(1.77303776887553e+01dB,-1.63207086335349e+02°)
1.14815362149686e+05	(1.73022291906646e+01dB,-1.64216292830978e+02°)
1.17489755493951e+05	(1.68749359558774e+01dB,-1.65204734178474e+02°)
1.20226443461739e+05	(1.64485120376478e+01dB,-1.66173829327549e+02°)
1.23026877081236e+05	(1.60229662299890e+01dB,-1.67124930866145e+02°)
1.25892541179415e+05	(1.55983029701712e+01dB,-1.68059329031178e+02°)
1.28824955169311e+05	(1.51745231387062e+01dB,-1.68978255644741e+02°)
1.31825673855639e+05	(1.47516247695880e+01dB,-1.69882887945585e+02°)
1.34896288259163e+05	(1.43296036823424e+01dB,-1.70774352294587e+02°)
1.38038426460286e+05	(1.39084540463153e+01dB,-1.71653727739820e+02°)
1.41253754462273e+05	(1.34881688865983e+01dB,-1.72522049432385e+02°)
1.44543977074590e+05	(1.30687405400615e+01dB,-1.73380311888391e+02°)
1.47910838816818e+05	(1.26501610691264e+01dB,-1.74229472095737e+02°)
1.51356124843618e+05	(1.22324226401721e+01dB,-1.75070452466850e+02°)
1.54881661891246e+05	(1.18155178728160e+01dB,-1.75904143640214e+02°)
1.58489319246109e+05	(1.13994401657359e+01dB,-1.76731407134925e+02°)
1.62181009735890e+05	(1.09841840042097e+01dB,-1.77553077863197e+02°)
1.65958690743753e+05	(1.05697452541201e+01dB,-1.78369966506351e+02°)
1.69824365246172e+05	(1.01561214468121e+01dB,-1.79182861759914e+02°)
1.73780082874935e+05	(9.74331205888409e+00dB,-1.79992532453457e+02°)
1.77827941003889e+05	(9.33131879074363e+00dB,1.79200270449382e+02°)
1.81970085860995e+05	(8.92014584754801e+00dB,1.78394811965713e+02°)
1.86208713666284e+05	(8.50980022598779e+00dB,1.77590371318522e+02°)
1.90546071796322e+05	(8.10029201023938e+00dB,1.76786240268277e+02°)
1.94984459975801e+05	(7.69163468031523e+00dB,1.75981721547876e+02°)
1.99526231496885e+05	(7.28384543596804e+00dB,1.75176127398736e+02°)
2.04173794466949e+05	(6.87694553925559e+00dB,1.74368778206676e+02°)
2.08929613085400e+05	(6.47096067883859e+00dB,1.73559001237387e+02°)
2.13796208950220e+05	(6.06592135906217e+00dB,1.72746129472388e+02°)
2.18776162394952e+05	(5.66186331685489e+00dB,1.71929500547626e+02°)
2.23872113856830e+05	(5.25882796946108e+00dB,1.71108455798268e+02°)
2.29086765276773e+05	(4.85686289599780e+00dB,1.70282339414690e+02°)
2.34422881531988e+05	(4.45602235578386e+00dB,1.69450497716285e+02°)
2.39883291901945e+05	(4.05636784632176e+00dB,1.68612278551397e+02°)
2.45470891568499e+05	(3.65796870370708e+00dB,1.67767030833576e+02°)
2.51188643150954e+05	(3.26090274808699e+00dB,1.66914104226227e+02°)
2.57039578276882e+05	(2.86525697656850e+00dB,1.66052848989834e+02°)
2.63026799189534e+05	(2.47112830567971e+00dB,1.65182616008047e+02°)
2.69153480392687e+05	(2.07862436508672e+00dB,1.64302757011082e+02°)
2.75422870333812e+05	(1.68786434374757e+00dB,1.63412625017093e+02°)
2.81838293126440e+05	(1.29897988901913e+00dB,1.62511575014305e+02°)
2.88403150312656e+05	(9.12116058393189e-01dB,1.61598964908637e+02°)
2.95120922666633e+05	(5.27432322498792e-01dB,1.60674156763334e+02°)
3.01995172040196e+05	(1.45103616736154e-01dB,1.59736518358415e+02°)
3.09029543251354e+05	(-2.34678562627326e-01dB,1.58785425098527e+02°)
3.16227766016832e+05	(-6.11705023898785e-01dB,1.57820262297755e+02°)
3.23593656929623e+05	(-9.85747715095399e-01dB,1.56840427868846e+02°)
3.31131121482585e+05	(-1.35655853943617e+00dB,1.55845335441853e+02°)
3.38844156139197e+05	(-1.72386816473336e+00dB,1.54834417932982e+02°)
3.46736850452526e+05	(-2.08738484348397e+00dB,1.53807131578117e+02°)
3.54813389233569e+05	(-2.44679326409917e+00dB,1.52762960436501e+02°)
3.63078054770095e+05	(-2.80175345769300e+00dB,1.51701421358123e+02°)
3.71535229097166e+05	(-3.15189978913333e+00dB,1.50622069392722e+02°)
3.80189396320555e+05	(-3.49684006555841e+00dB,1.49524503598850e+02°)
3.89045144994274e+05	(-3.83615480014672e+00dB,1.48408373187488e+02°)
3.98107170553490e+05	(-4.16939667343949e+00dB,1.47273383906306e+02°)
4.07380277804106e+05	(-4.49609023872809e+00dB,1.46119304537538e+02°)
4.16869383470328e+05	(-4.81573192165860e+00dB,1.44945973345182e+02°)
4.26579518801585e+05	(-5.12779036695378e+00dB,1.43753304266309e+02°)
4.36515832240158e+05	(-5.43170718662830e+00dB,1.42541292598015e+02°)
4.46683592150955e+05	(-5.72689816387545e+00dB,1.41310019887788e+02°)
4.57088189614867e+05	(-6.01275496450615e+00dB,1.40059657693225e+02°)
4.67735141287190e+05	(-6.28864740301681e+00dB,1.38790469840434e+02°)
4.78630092322630e+05	(-6.55392630269742e+00dB,1.37502812782818e+02°)
4.89778819368438e+05	(-6.80792697839494e+00dB,1.36197133647801e+02°)
5.01187233627263e+05	(-7.04997335651488e+00dB,1.34873965563046e+02°)
5.12861383991356e+05	(-7.27938272964176e+00dB,1.33533919880448e+02°)
5.24807460249763e+05	(-7.49547112311145e+00dB,1.32177674969760e+02°)
5.37031796370243e+05	(-7.69755922855023e+00dB,1.30805961337026e+02°)
5.49540873857615e+05	(-7.88497883567651e+00dB,1.29419542937106e+02°)
5.62341325190339e+05	(-8.05707966964482e+00dB,1.28019194693261e+02°)
5.75439937337147e+05	(-8.21323651823380e+00dB,1.26605676405704e+02°)
5.88843655355579e+05	(-8.35285651267911e+00dB,1.25179703417746e+02°)
6.02559586074347e+05	(-8.47538640938261e+00dB,1.23741914602291e+02°)
6.16595001861471e+05	(-8.58031970844195e+00dB,1.22292838419369e+02°)
6.30957344480182e+05	(-8.66720344002126e+00dB,1.20832857962636e+02°)
6.45654229034644e+05	(-8.73564445176993e+00dB,1.19362176043511e+02°)
6.60693448007584e+05	(-8.78531504007370e+00dB,1.17880781442080e+02°)
6.76082975391970e+05	(-8.81595778470324e+00dB,1.16388417472711e+02°)
6.91830970918924e+05	(-8.82738946974723e+00dB,1.14884553962762e+02°)
7.07945784384125e+05	(-8.81950400249860e+00dB,1.13368363624191e+02°)
7.24435960074977e+05	(-8.79227427482529e+00dB,1.11838703614894e+02°)
7.41310241300904e+05	(-8.74575294689910e+00dB,1.10294102851692e+02°)
7.58577575029170e+05	(-8.68007216934016e+00dB,1.08732755365120e+02°)
7.76247116628678e+05	(-8.59544229522296e+00dB,1.07152519699445e+02°)
7.94328234724267e+05	(-8.49214966652714e+00dB,1.05550924079597e+02°)
8.12830516164085e+05	(-8.37055358921226e+00dB,1.03925176812257e+02°)
8.31763771102656e+05	(-8.23108263613649e+00dB,1.02272181178577e+02°)
8.51138038202361e+05	(-8.07423043677020e+00dB,1.00588553925214e+02°)
8.70963589956065e+05	(-7.90055112660909e+00dB,9.88706463764029e+01°)
8.91250938133729e+05	(-7.71065463717257e+00dB,9.71145671757364e+01°)
9.12010839355893e+05	(-7.50520200955757e+00dB,9.53162057185798e+01°)
9.33254300796974e+05	(-7.28490091100978e+00dB,9.34712554481220e+01°)
9.54992586021419e+05	(-7.05050152538988e+00dB,9.15752363479057e+01°)
9.77237220955793e+05	(-6.80279297540301e+00dB,8.96235161609500e+01°)
9.99999999999982e+05	(-6.54260041777325e+00dB,8.76113300854573e+01°)
1.02329299228074e+06	(-6.27078293292236e+00dB,8.55337989299150e+01°)
1.04712854805088e+06	(-5.98823230883174e+00dB,8.33859459446998e+01°)
1.07151930523759e+06	(-5.69587279513864e+00dB,8.11627127770181e+01°)
1.09647819614316e+06	(-5.39466187843243e+00dB,7.88589752145617e+01°)
1.12201845430194e+06	(-5.08559210317141e+00dB,7.64695595881704e+01°)
1.14815362149686e+06	(-4.76969393429620e+00dB,7.39892608937112e+01°)
1.17489755493951e+06	(-4.44803962680254e+00dB,7.14128638654886e+01°)
1.20226443461739e+06	(-4.12174803323188e+00dB,6.87351683878652e+01°)
1.23026877081236e+06	(-3.79199024095532e+00dB,6.59510207625938e+01°)
1.25892541179414e+06	(-3.45999588576396e+00dB,6.30553524519744e+01°)
1.28824955169311e+06	(-3.12705993512865e+00dB,6.00432279790143e+01°)
1.31825673855638e+06	(-2.79454967221657e+00dB,5.69099036695996e+01°)
1.34896288259163e+06	(-2.46391153955040e+00dB,5.36508988439329e+01°)
1.38038426460286e+06	(-2.13667741925276e+00dB,5.02620808740788e+01°)
1.41253754462273e+06	(-1.81446983686794e+00dB,4.67397651833310e+01°)
1.44543977074590e+06	(-1.49900548181937e+00dB,4.30808307268877e+01°)
1.47910838816818e+06	(-1.19209634667085e+00dB,3.92828507200722e+01°)
1.51356124843618e+06	(-8.95647710388774e-01dB,3.53442373272248e+01°)
1.54881661891245e+06	(-6.11652142778684e-01dB,3.12643976736169e+01°)
1.58489319246108e+06	(-3.42178707491355e-01dB,2.70438968982736e+01°)
1.62181009735890e+06	(-8.93566117321843e-02dB,2.26846220874494e+01°)
1.65958690743753e+06	(1.44647284941959e-01dB,1.81899389353747e+01°)
1.69824365246171e+06	(3.57657413297175e-01dB,1.35648310739080e+01°)
1.73780082874934e+06	(5.47524799304456e-01dB,8.81601047260733e+00°)
1.77827941003889e+06	(7.12168126047588e-01dB,3.95198648467628e+00°)
1.81970085860995e+06	(8.49619344818234e-01dB,-1.01691864013768e+00°)
1.86208713666283e+06	(9.58071994467876e-01dB,-6.07861832070038e+00°)
1.90546071796321e+06	(1.03592980585443e+00dB,-1.12193816404765e+01°)
1.94984459975801e+06	(1.08185273410731e+00dB,-1.64240274385039e+01°)
1.99526231496884e+06	(1.09479737183046e+00dB,-2.16761893244782e+01°)
2.00000000000000e+06	(1.09422581972756e+00dB,-2.22191786000286e+01°)
